task_id,review,final_label,confidence,needs_human,reached_agreement,agreement_round,reasoning,relevant_argument,relevant_evidence,irrelevant_argument,irrelevant_evidence,adjudicator_reasoning
1062,"đầy đủ quà, chỉ thắc mắc tại sao lọ fit tôi đắt hơn mà bọc nilong trong khi kem lot rẻ hơn vẫn có hộp đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi người viết nhận thấy lọ fit của họ đắt hơn mà chỉ được bọc nilong, trong khi kem lot rẻ hơn lại có hộp đầy đủ. Điều này cho thấy người viết đang so sánh và cảm thấy không hài lòng với giá cả và chất lượng của sản phẩm. Đồng thời, họ cũng đang đặt câu hỏi và thể hiện sự thắc mắc, điều này có thể được xem là một hình thức của đề xuất hoặc cảnh báo có ích cho người bán hoặc nhà sản xuất.","đầy đủ quà, chỉ thắc mắc tại sao lọ fit tôi đắt hơn mà bọc nilong trong khi kem lot rẻ hơn vẫn có hộp đầy đủ","Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi so sánh giá cả và bao bì của sản phẩm. Người viết đề cập đến việc họ thắc mắc tại sao lọ fit của họ đắt hơn mà chỉ được bọc nilong, trong khi kem lot rẻ hơn lại có hộp đầy đủ. Điều này cho thấy người viết đang mong muốn có sự giải thích hoặc cải thiện về chất lượng và giá cả của sản phẩm.","đầy đủ quà, chỉ thắc mắc tại sao lọ fit tôi đắt hơn mà bọc nilong trong khi kem lot rẻ hơn vẫn có hộp đầy đủ",
1063,hàng được .. mua khá la nhiêu lân .. cam ơn  cửa hàng ,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ thể hiện sự hài lòng và cảm ơn cửa hàng, không có sự không hài lòng hoặc đề xuất nào.",hàng được .. mua khá la nhiêu lân .. cam ơn cửa hàng,"Review thể hiện sự hài lòng và cảm ơn cửa hàng, không có sự không hài lòng hoặc đề xuất nào được nêu ra.",hàng được .. mua khá la nhiêu lân .. cam ơn cửa hàng,
1064,tại sao iG lại bảo trì liên tục và thường xuyên như vậy như frE fire một năm chỉ bảo trì một -2 lần còn các bạn thì vô số như vậy là sao có phải iG ăn tiền game thủ rồi không khắc phục game còn cho ra tính năng mới nhằm đào mỏ người chơi game lừa người !😣😣😣😣,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với việc bảo trì liên tục và thường xuyên của iG, so sánh với game khác (frE fire) chỉ bảo trì một -2 lần trong một năm. Người viết cũng đặt câu hỏi về lý do tại sao iG lại bảo trì nhiều như vậy và nghi ngờ về việc iG 'ăn tiền game thủ' mà không khắc phục game. Điều này cho thấy người viết có mong muốn được giải quyết vấn đề, cụ thể là giảm thiểu số lần bảo trì hoặc cải thiện chất lượng game.",tại sao iG lại bảo trì liên tục và thường xuyên như vậy như frE fire một năm chỉ bảo trì một -2 lần còn các bạn thì vô số như vậy là sao có phải iG ăn tiền game thủ rồi không khắc phục game còn cho ra tính năng mới nhằm đào mỏ người chơi game lừa người !,"Review thể hiện sự không hài lòng với việc bảo trì liên tục và thường xuyên của iG, đồng thời có cảnh báo và đề xuất ngụ ý rằng iG nên khắc phục vấn đề này. Mặc dù có sử dụng ngôn ngữ mạnh, nhưng mục đích của review là cảnh báo và đề xuất, không chỉ đơn thuần là chửi mắng.",tại sao iG lại bảo trì liên tục và thường xuyên như vậy... có phải iG ăn tiền game thủ rồi không khắc phục game còn cho ra tính năng mới nhằm đào mỏ người chơi game lừa người !,
1065,quan mang rat được,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ có một từ 'quan mang rat được' không thể hiện sự không hài lòng hay đề xuất nào. Không có thông tin cụ thể về sản phẩm hoặc dịch vụ, và không có mục đích xây dựng.",quan mang rat được,"Review chỉ có một câu ngắn ""quan mang rat được"" và không thể hiện sự không hài lòng hay đề xuất gì. Câu này có thể được hiểu là một lời khen ngợi hoặc hài lòng, nhưng không có thông tin cụ thể để xác định rõ hơn. Tuy nhiên, dựa trên định nghĩa và quy tắc quan trọng, review này không thể hiện sự không hài lòng hay đề xuất gì, nên được phân loại là Nhãn 0 (KHÔNG PHÀN NÀN).",quan mang rat được,
1066,"về mức độ thần thánh thì khỏi bàn, hàng nhật chất gê!",0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ khen ngợi sản phẩm với từ ngữ tích cực như 'thần thánh', 'hàng nhật chất gê', không có bất kỳ sự không hài lòng, đề xuất, cảnh báo hoặc lời khuyên nào. Điều này phù hợp với định nghĩa của Nhãn 0 (KHÔNG PHÀN NÀN), nơi review thể hiện sự hài lòng hoặc khen ngợi mà không có mục đích xây dựng.","về mức độ thần thánh thì khỏi bàn, hàng nhật chất gê!","Review chỉ khen ngợi sản phẩm, không có sự không hài lòng hoặc đề xuất nào.","về mức độ thần thánh thì khỏi bàn, hàng nhật chất gê",
1067,dat mau nay goi mau khac. noi 52 không ma giao hang nho qua  không  mat vua. mai mot  không  dat hang nua. trong khi da co nhan tin noi voi  cửa hàng ,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, kèm theo mong muốn được giải quyết. Cụ thể, khách hàng đã đặt mua một sản phẩm nhưng nhận được sản phẩm khác, và giao hàng không đúng như thông tin cung cấp. Khách hàng cũng đã có hành động liên hệ với cửa hàng nhưng vẫn chưa được giải quyết. Điều này cho thấy khách hàng đang mong muốn được giải quyết vấn đề và có đề xuất cho cửa hàng.",dat mau nay goi mau khac. noi 52 không ma giao hang nho qua không mat vua. mai mot không dat hang nua. trong khi da co nhan tin noi voi cửa hàng,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, người viết đề cập đến việc đặt màu này nhưng giao màu khác, và giao hàng không đúng như mong đợi. Họ cũng đề cập đến việc đã có thông tin nhưng cửa hàng không thực hiện đúng, và họ không muốn đặt hàng nữa. Điều này cho thấy người viết có mục đích xây dựng khi chỉ ra những vấn đề và mong muốn được giải quyết.",dat mau nay goi mau khac. noi 52 không ma giao hang nho qua không mat vua. mai mot không dat hang nua. trong khi da co nhan tin noi voi cửa hàng,
1068,ứng dụng này rất tệ. tải về dùng rất lâu rồi. nhưng vẫn chỉ để cho vui. cả ngày không một tin nhắn đến. nhắn tin cho người ta thì người ta không trả lời. nhắn nhiều quá thì người ta gọi điện mắng bảo làm phiền người ta hoài. mong admin khắc phục lại,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với ứng dụng, đề xuất cho admin khắc phục lại. Điều này phù hợp với định nghĩa của Nhãn 1 (PHÀN NÀN): Review THỂ HIỆN SỰ KHÔNG HÀI LÒNG giữa thực tế và kỳ vọng, kèm theo MONG MUỐN ĐƯỢC GIẢI QUYẾT.",mong admin khắc phục lại,"Review thể hiện sự không hài lòng với ứng dụng, đề xuất admin khắc phục lại",ứng dụng này rất tệ. tải về dùng rất lâu rồi. nhưng vẫn chỉ để cho vui. cả ngày không một tin nhắn đến. nhắn tin cho người ta thì người ta không trả lời. nhắn nhiều quá thì người ta gọi điện mắng bảo làm phiền người ta hoài. mong admin khắc phục lại,
1069,tất cả đều ổn .,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ thể hiện sự hài lòng với sản phẩm/dịch vụ ('tất cả đều ổn'). Không có sự không hài lòng, đề xuất, cảnh báo hoặc mong muốn được giải quyết.",tất cả đều ổn,"Review chỉ thể hiện sự hài lòng với sản phẩm/dịch vụ ('tất cả đều ổn'). Không có sự không hài lòng, đề xuất, cảnh báo hoặc mong muốn được giải quyết.",tất cả đều ổn,
1070,xin chào ad! admin có thể cho thêm tính năng khôi phục lại các hoạt động và bài viết mình đã đăng lúc trước trong một khoảng thời gian nhất định được không?? vd: khôi phục các hoạt động đã đăng cách đây 20 ngày chẳng hạn. mong admin giúp cho.  cám ơn  you!!,1,0.9,False,True,1,Agents agreed at round 1,Review thể hiện sự không hài lòng với tính năng hiện tại và đề xuất thêm tính năng khôi phục lại các hoạt động và bài viết đã đăng. Điều này cho thấy người viết có mục đích xây dựng và mong muốn được giải quyết vấn đề.,xin chào ad! admin có thể cho thêm tính năng khôi phục lại các hoạt động và bài viết mình đã đăng lúc trước trong một khoảng thời gian nhất định được không??,"Review thể hiện sự không hài lòng với tính năng hiện tại và đề xuất một tính năng mới, đó là khôi phục lại các hoạt động và bài viết đã đăng trong một khoảng thời gian nhất định. Điều này cho thấy người viết có mục đích xây dựng và mong muốn được giải quyết vấn đề.",xin chào ad! admin có thể cho thêm tính năng khôi phục lại các hoạt động và bài viết mình đã đăng lúc trước trong một khoảng thời gian nhất định được không?? vd: khôi phục các hoạt động đã đăng cách đây 20 ngày chẳng hạn. mong admin giúp cho.,
1071,bạn nên cho thêm những bài hát kpop vì giới trẻ tuổi tEn hiện nay họ rất cô chuộng những dòng nhạc đó ví dụ như những nhóm nhạc twice  bình thường sao black pink exo mamamO những nhóm nhạc này thường được nhiều bạn tuổi tEn ưa chuộng vậy nên tôi nghĩ nên cho thêm những bài hát của những nhóm nhạc này sẽ khiến... bài đánh giá đầy đủ,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, kèm theo mong muốn được giải quyết. Người viết đề xuất nên thêm những bài hát K-pop vào danh sách vì họ nhận thấy giới trẻ tuổi teen hiện nay rất ưa chuộng những dòng nhạc này. Điều này cho thấy người viết có mục đích xây dựng và mong muốn cải thiện nội dung.",bạn nên cho thêm những bài hát kpop vì giới trẻ tuổi tEn hiện nay họ rất cô chuộng những dòng nhạc đó,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, kèm theo mong muốn được giải quyết. Người viết đề xuất nên thêm những bài hát K-pop vào danh sách vì giới trẻ tuổi teen hiện nay rất ưa chuộng những dòng nhạc đó. Điều này cho thấy người viết có mục đích xây dựng và muốn cải thiện nội dung.",bạn nên cho thêm những bài hát kpop vì giới trẻ tuổi tEn hiện nay họ rất cô chuộng những dòng nhạc đó,
1072,aPly xong khá rít. không ưng lắm,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm ('áp dụng xong khá rít', 'không ưng lắm'). Mặc dù không có đề xuất cụ thể, nhưng review này vẫn mang tính xây dựng vì nó cung cấp thông tin về trải nghiệm thực tế của người dùng, giúp người khác có thể đưa ra quyết định sáng suốt hơn.",áp dụng xong khá rít. không ưng lắm,"Review thể hiện sự không hài lòng với sản phẩm ('không ưng lắm') sau khi áp dụng ('aPly xong khá rít'). Mặc dù không có đề xuất cụ thể, nhưng sự không hài lòng này ngụ ý một mong muốn được cải thiện hoặc giải quyết vấn đề. Do đó, nó phù hợp với định nghĩa của Nhãn 1 (PHÀN NÀN) vì nó thể hiện sự không hài lòng và có thể được xem là một cảnh báo hoặc góp ý cho nhà sản xuất.",aPly xong khá rít. không ưng lắm,
1073,đây là game lừa đảo cần chú ý khi tham gia chơi. admin được cài vào cho dù bạn được top một admin cũng không cho các bạn lãnh thưởng mà sẽ phá hệ thống làm các bạn mất top một thì thôi. hãy đầu tư vào những game khác.,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với game, cảnh báo người chơi về việc admin có thể phá hệ thống và không cho lãnh thưởng. Đồng thời, review cũng đề xuất người chơi nên đầu tư vào những game khác, thể hiện mục đích xây dựng và cảnh báo có ích.",đây là game lừa đảo cần chú ý khi tham gia chơi. admin được cài vào cho dù bạn được top một admin cũng không cho các bạn lãnh thưởng mà sẽ phá hệ thống làm các bạn mất top một thì thôi. hãy đầu tư vào những game khác.,"Review thể hiện sự không hài lòng với game, cảnh báo người chơi về việc admin có thể phá hệ thống và mất top. Đồng thời, review cũng đề xuất người chơi nên đầu tư vào những game khác, thể hiện mục đích xây dựng và cảnh báo có ích.",đây là game lừa đảo cần chú ý khi tham gia chơi. admin được cài vào cho dù bạn được top một admin cũng không cho các bạn lãnh thưởng mà sẽ phá hệ thống làm các bạn mất top một thì thôi. hãy đầu tư vào những game khác.,
1074,cỡ sao mà vẫn to,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với kích cỡ của sản phẩm, điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng. Tuy nhiên, review này không cung cấp đề xuất hoặc cảnh báo cụ thể, nhưng nó vẫn thể hiện sự không hài lòng.",cỡ sao mà vẫn to,"Review thể hiện sự không hài lòng với kích thước của sản phẩm ('cỡ sao mà vẫn to'), điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng. Tuy nhiên, review này không cung cấp đề xuất hoặc cảnh báo cụ thể, nhưng nó có thể được xem là một hình thức của sự phàn nàn vì nó chỉ ra một vấn đề cụ thể.",cỡ sao mà vẫn to,
1075,đầm quá đẹp nha  cửa hàng  mình đặt mua nữa,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ thể hiện sự hài lòng và mong muốn mua thêm sản phẩm, không có sự không hài lòng hoặc đề xuất nào.",đầm quá đẹp nha cửa hàng mình đặt mua nữa,"Review chỉ thể hiện sự hài lòng và mong muốn mua thêm sản phẩm, không có sự không hài lòng hoặc đề xuất nào.",đầm quá đẹp nha cửa hàng mình đặt mua nữa,
1076,vải không đẹp lắm nhưng củng được,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm ('vải không đẹp lắm') nhưng vẫn có thái độ tích cực ('củng được'). Điều này cho thấy người viết có mục đích xây dựng, không chỉ đơn giản là chửi bới hoặc khen ngợi.",vải không đẹp lắm nhưng củng được,"Review thể hiện sự không hài lòng với sản phẩm ('vải không đẹp lắm') nhưng vẫn có thái độ chấp nhận ('củng được'). Điều này cho thấy người viết có kỳ vọng cao hơn về sản phẩm nhưng vẫn đánh giá nó ở mức chấp nhận được. Tuy nhiên, review không có đề xuất cụ thể hoặc mong muốn được giải quyết rõ ràng, nhưng nó vẫn mang tính xây dựng khi người viết không hoàn toàn否 định sản phẩm.",vải không đẹp lắm nhưng củng được,
1077,"vải rất tệ,mặc nóng ..",0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ thể hiện sự không hài lòng với sản phẩm (vải rất tệ, mặc nóng) mà không có đề xuất, cảnh báo có ích hoặc mục đích xây dựng. Đây là một ví dụ về công kích/chửi mắng không kèm đề xuất, nên được phân loại là Nhãn 0 (KHÔNG PHÀN NÀN).","vải rất tệ,mặc nóng","Review chỉ thể hiện sự không hài lòng với sản phẩm (vải rất tệ, mặc nóng) mà không có đề xuất, cảnh báo, hoặc lời khuyên cụ thể nào để cải thiện. Điều này không đáp ứng tiêu chí của Nhãn 1, vốn đòi hỏi phải có mục đích xây dựng thông qua đề xuất hoặc cảnh báo có ích.","vải rất tệ, mặc nóng",
1078,"lazada có vẻ không  quả nó lý được các  cửa hàng , nơi  cửa hàng  bán thế nào thì mặc kệ họ. nếu bạn mua hàng tức là đang đánh cược số tiền của mình, nếu may mắn thì được hàng ok. còn không thì bạn sẽ mất tiền kèm theo một cục phẫn nộ trong người. hình thức đổi trả chỉ là dòng chữ không có tác dụng, nếu  cửa hàng  đồng ý ... bài đánh giá đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với cách quản lý cửa hàng của Lazada, đề xuất rằng hình thức đổi trả chỉ là hình thức và không có tác dụng. Người viết cũng cảnh báo những người mua hàng về rủi ro mất tiền và cảm giác phẫn nộ khi gặp vấn đề.","lazada có vẻ không quả nó lý được các cửa hàng , nơi cửa hàng bán thế nào thì mặc kệ họ. nếu bạn mua hàng tức là đang đánh cược số tiền của mình, nếu may mắn thì được hàng ok. còn không thì bạn sẽ mất tiền kèm theo một cục phẫn nộ trong người. hình thức đổi trả chỉ là dòng chữ không có tác dụng, nếu cửa hàng đồng ý","Review thể hiện sự không hài lòng của người viết với cách quản lý cửa hàng trên Lazada, đồng thời cảnh báo người mua hàng về rủi ro mất tiền và không có hiệu quả trong việc đổi trả. Điều này cho thấy người viết có mục đích xây dựng bằng cách cảnh báo và đề xuất sự cần thiết phải cải thiện.","lazada có vẻ không quả nó lý được các cửa hàng , nơi cửa hàng bán thế nào thì mặc kệ họ. nếu bạn mua hàng tức là đang đánh cược số tiền của mình, nếu may mắn thì được hàng ok. còn không thì bạn sẽ mất tiền kèm theo một cục phẫn nộ trong người. hình thức đổi trả chỉ là dòng chữ không có tác dụng, nếu cửa hàng đồng ý ...",
1079,trò chơi rõ chán nạp tiền nhiều thì giết được một guild dễ dàng thế thì đưa mấy đứa nạp tiền vô lên thẳng đi  positive ) luyện làm gì cho mệt. trò chơi thì ưu tiên những người chơi nạp tiền là vì lợi ích nph là đúng nhưng làm nó quá khác biệt với số còn lại thì lại làm mất đi tính hay.,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với trò chơi vì nó ưu tiên những người chơi nạp tiền, dẫn đến mất đi tính hay. Người viết đề xuất nên thay đổi cơ chế này để tạo sự công bằng.",trò chơi rõ chán nạp tiền nhiều thì giết được một guild dễ dàng thế thì đưa mấy đứa nạp tiền vô lên thẳng đi positive ) luyện làm gì cho mệt. trò chơi thì ưu tiên những người chơi nạp tiền là vì lợi ích nph là đúng nhưng làm nó quá khác biệt với số còn lại thì lại làm mất đi tính hay.,"Review thể hiện sự không hài lòng với trò chơi vì nó ưu tiên những người chơi nạp tiền, dẫn đến mất đi tính hay. Người viết đề xuất nên thay đổi cơ chế này để tạo sự công bằng.",trò chơi rõ chán nạp tiền nhiều thì giết được một guild dễ dàng thế thì đưa mấy đứa nạp tiền vô lên thẳng đi positive ) luyện làm gì cho mệt. trò chơi thì ưu tiên những người chơi nạp tiền là vì lợi ích nph là đúng nhưng làm nó quá khác biệt với số còn lại thì lại làm mất đi tính hay.,
1080,tam on.quan vai mỏng qua,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm (tam on.quan vai mỏng qua), điều này cho thấy người viết không hài lòng với sản phẩm và muốn thể hiện quan điểm của mình.",tam on.quan vai mỏng qua,"Review thể hiện sự không hài lòng với sản phẩm (tam on.quan vai mỏng qua), điều này cho thấy người viết không hài lòng với sản phẩm và muốn thể hiện sự không hài lòng của mình.",tam on.quan vai mỏng qua,
1081,liên quân mobile đúng là một game huyền thoại làm cho người mới chơi một cảm giác cực phiêu. nhưng bên cạnh đó khi đã yêu game đến bất chấp thì lại thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế. cũng rất thông cảm ... bài đánh giá đầy đủ,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi người viết cảm thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế. Điều này cho thấy người viết có mong muốn được giải quyết vấn đề này, và họ đang đưa ra một cảnh báo hoặc đề xuất về việc game nên được phát triển để phù hợp với mọi người, không chỉ những người có điều kiện kinh tế tốt.",liên quân mobile đúng là một game huyền thoại làm cho người mới chơi một cảm giác cực phiêu. nhưng bên cạnh đó khi đã yêu game đến bất chấp thì lại thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế.,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi người viết cảm thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế. Điều này cho thấy người viết có mong muốn game được cải thiện để trở nên công bằng hơn cho mọi người chơi, không chỉ những người có điều kiện kinh tế tốt.",liên quân mobile đúng là một game huyền thoại làm cho người mới chơi một cảm giác cực phiêu. nhưng bên cạnh đó khi đã yêu game đến bất chấp thì lại thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế.,
1082,tot giao hang nhanh kich hoat bao hanh gì um minh,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ có một câu ngắn gọn là ""tot giao hang nhanh kich hoat bao hanh gì um minh"". Câu này không thể hiện sự không hài lòng giữa thực tế và kỳ vọng, cũng không có đề xuất, cảnh báo, hoặc lời khuyên cụ thể. Nó có vẻ như là một câu khen ngợi về giao hàng nhanh và kích hoạt bảo hành, nhưng không rõ ràng và không có mục đích xây dựng cụ thể.",tot giao hang nhanh kich hoat bao hanh gì um minh,"Review chỉ thể hiện sự hài lòng với giao hàng nhanh và kích hoạt bảo hành, không có sự không hài lòng hoặc đề xuất nào.",tot giao hang nhanh kich hoat bao hanh gì um minh,
1083,giao hàng nhanH. châtd lượng thì phải sử dụng đã mới biết được~~,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ có một câu ngắn gọn và không thể hiện sự không hài lòng giữa thực tế và kỳ vọng. Câu 'giao hàng nhanH' có thể được hiểu là khen ngợi về tốc độ giao hàng, và 'châtd lượng thì phải sử dụng đã mới biết được' có thể được hiểu là một nhận xét trung lập hoặc khen ngợi về chất lượng sản phẩm. Không có đề xuất, cảnh báo, hoặc lời khuyên cụ thể nào trong review này.",giao hàng nhanH. châtd lượng thì phải sử dụng đã mới biết được,"Review chỉ có một câu ngắn gọn và không thể hiện sự không hài lòng hay đề xuất nào. Câu 'giao hàng nhanh' là một lời khen ngợi, và câu 'chất lượng thì phải sử dụng đã mới biết được' không rõ ràng nhưng không có dấu hiệu của sự không hài lòng hoặc đề xuất cụ thể.",giao hàng nhanh. chất lượng thì phải sử dụng đã mới biết được,
1084,bản đồ vùng dịch cập nhập không kịp thời. không có thông tin dịch tễ từng bệnh nhận để cảnh báo. không hữu dụng,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với bản đồ vùng dịch khi không cập nhật kịp thời và không cung cấp thông tin dịch tễ cho từng bệnh nhân để cảnh báo. Điều này cho thấy sự mong muốn được giải quyết vấn đề, cụ thể là cập nhật thông tin và cung cấp dữ liệu cần thiết cho người dùng. Mục đích của review là nhằm cải thiện tình hình, giúp người dùng có thông tin đầy đủ và chính xác, từ đó đưa ra quyết định sáng suốt. Do đó, review này mang tính xây dựng và được coi là phàn nàn.",bản đồ vùng dịch cập nhập không kịp thời. không có thông tin dịch tễ từng bệnh nhận để cảnh báo. không hữu dụng,"Review thể hiện sự không hài lòng với bản đồ vùng dịch không được cập nhật kịp thời và thiếu thông tin về dịch tễ. Điều này cho thấy sự mong muốn được giải quyết vấn đề, cụ thể là cập nhật thông tin và cung cấp thông tin đầy đủ hơn. Mục đích của review là nhằm cải thiện tình hình, mang tính xây dựng.",bản đồ vùng dịch cập nhập không kịp thời. không có thông tin dịch tễ từng bệnh nhận để cảnh báo. không hữu dụng,
1085,"mình mới dùng ưd. trong phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình ảnh đáp án có sự nhầm lẫn nhé, admin ktra cập nhật lại nhé. ứng dụng có tương đối đầy đủ. cảm ơn bạn",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với một câu hỏi trong phần thi thử, người viết đề xuất cho admin kiểm tra và cập nhật lại. Điều này cho thấy người viết có mục đích xây dựng, muốn cải thiện chất lượng của ứng dụng.","mình mới dùng ưd. trong phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình ảnh đáp án có sự nhầm lẫn nhé, admin ktra cập nhật lại nhé.",Review thể hiện sự không hài lòng với một phần của ứng dụng (phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình ảnh đáp án có sự nhầm lẫn) và kèm theo đề xuất cho admin kiểm tra và cập nhật lại. Điều này phù hợp với định nghĩa của Nhãn 1 (PHÀN NÀN) vì nó thể hiện sự không hài lòng và có mục đích xây dựng thông qua việc đề xuất giải quyết vấn đề.,"mình mới dùng ưd. trong phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình ảnh đáp án có sự nhầm lẫn nhé, admin ktra cập nhật lại nhé.",
1086,"đây là chơi game hay là coi  quả người cáo vậy? chs thì lâu lại dính  quả người cáo không nói, còn này thì một lần chơi thì dính  quả người cáo một lần đây là game chứ có phải ứng dụng để  quả người cáo đâu nhấn thoát  quả người cáo cũng không  được  bắt buộc phải coi cho hết cái  quả người cáo đó mới cho chơi lược khác là sau?. admin cũng lợi d... bài đánh giá đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với game khi người dùng cảm thấy bị 'quả người cáo' quá nhiều và không thể thoát khỏi quảng cáo. Người dùng đề xuất rằng game nên cho phép thoát khỏi quảng cáo hoặc giảm thiểu số lượng quảng cáo, điều này cho thấy mục đích xây dựng và mong muốn được giải quyết vấn đề.","đây là chơi game hay là coi quả người cáo vậy? chs thì lâu lại dính quả người cáo không nói, còn này thì một lần chơi thì dính quả người cáo một lần đây là game chứ có phải ứng dụng để quả người cáo đâu nhấn thoát quả người cáo cũng không được bắt buộc phải coi cho hết cái quả người cáo đó mới cho chơi","Review thể hiện sự không hài lòng với game khi người chơi bị dính 'quả người cáo' và không thể thoát khỏi nó. Người viết yêu cầu admin giải quyết vấn đề này, thể hiện mong muốn được giải quyết và cải thiện trải nghiệm chơi game. Mặc dù có ngôn từ mạnh, nhưng mục đích của review là cảnh báo và đề xuất, không chỉ đơn giản là chửi mắng hoặc công kích.","đây là chơi game hay là coi quả người cáo vậy? chs thì lâu lại dính quả người cáo không nói, còn này thì một lần chơi thì dính quả người cáo một lần đây là game chứ có phải ứng dụng để quả người cáo đâu nhấn thoát quả người cáo cũng không được bắt buộc phải coi cho hết cái quả người cáo đó mới cho chơi",
1087,ngay từ đầu mình chỉ muốn mua sữa rửa mặt không cần phim thấm dầu nhưng mới dùng thử đúng là rất tuyệt hơn cả mong đợi các bạn nên mua,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ thể hiện sự hài lòng và khen ngợi sản phẩm, không có sự không hài lòng hoặc đề xuất nào được nêu ra. Người viết chỉ muốn mua sữa rửa mặt và cảm thấy sản phẩm vượt quá mong đợi, sau đó khuyên mọi người nên mua.",ngay từ đầu mình chỉ muốn mua sữa rửa mặt không cần phim thấm dầu nhưng mới dùng thử đúng là rất tuyệt hơn cả mong đợi các bạn nên mua,"Review thể hiện sự hài lòng và khen ngợi sản phẩm, không có sự không hài lòng hoặc đề xuất nào.",ngay từ đầu mình chỉ muốn mua sữa rửa mặt không cần phim thấm dầu nhưng mới dùng thử đúng là rất tuyệt hơn cả mong đợi các bạn nên mua,
1088,gói hàng cẩn thận,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ đơn giản nói rằng gói hàng cẩn thận, không có bất kỳ dấu hiệu nào của sự không hài lòng hoặc mong muốn được giải quyết. Điều này cho thấy người viết chỉ đang thể hiện sự hài lòng với cách gói hàng.",gói hàng cẩn thận,"Review chỉ đơn giản nói rằng ""gói hàng cẩn thận"" mà không thể hiện sự không hài lòng hay đề xuất gì. Điều này cho thấy người viết chỉ đang khen ngợi hoặc thể hiện sự hài lòng với cách gói hàng.",gói hàng cẩn thận,
